marine_site_name,cbs_site_code,latitude,longitude,georegion,bioregion,mpa_designation,mpa_name,nms_name,asbs_name,island,state_province,survey_rep,year,species_lump,total_count,number_of_transects_sampled,est_swath_area_searched_m2,density_per_m2
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,1,2009,Linckia columbiae,0,11,742,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,1,2009,Patiria miniata,0,11,742,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,1,2009,Pisaster giganteus,0,11,742,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,1,2009,Pisaster ochraceus,9,11,742,0.01212938
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,1,2009,Pycnopodia helianthoides,0,11,742,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Dermasterias imbricata,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Evasterias troschelii,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Heliaster kubiniji,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Henricia spp,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Linckia columbiae,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Patiria miniata,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Pisaster giganteus,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Pisaster ochraceus,11,11,738,0.014905149
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,2,2013,Pycnopodia helianthoides,0,11,738,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Dermasterias imbricata,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Evasterias troschelii,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Heliaster kubiniji,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Henricia spp,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Linckia columbiae,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Patiria miniata,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Pisaster giganteus,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Pisaster ochraceus,0,11,730,0
Heisler Park,76,33.54259109,-117.78928,CA South,Government Point to Mexico,SMR,Laguna Beach SMR,NONE,Heisler Park Ecological Reserve ASBS,Mainland,California,3,2020,Pycnopodia helianthoides,0,11,730,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Dermasterias imbricata,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Evasterias troschelii,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Heliaster kubiniji,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Henricia spp,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Linckia columbiae,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Patiria miniata,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Pisaster giganteus,0,11,497.6,0
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Pisaster ochraceus,133,11,497.6,0.267282958
Hippa Island,3007,53.54634857,-132.99553,BC,Alaska to British Columbia,NONE,NONE,NONE,NONE,Haida Gwaii,British Columbia,1,2005,Pycnopodia helianthoides,0,11,497.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Dermasterias imbricata,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Evasterias troschelii,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Heliaster kubiniji,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Henricia spp,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Linckia columbiae,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Patiria miniata,2,11,514.4,0.003888025
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Pisaster giganteus,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Pisaster ochraceus,63,11,514.4,0.122472784
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,1,2003,Pycnopodia helianthoides,0,11,514.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Dermasterias imbricata,0,11,475.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Evasterias troschelii,0,11,475.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Heliaster kubiniji,0,11,475.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Henricia spp,2,11,475.6,0.004205215
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Linckia columbiae,0,11,475.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Patiria miniata,13,11,475.6,0.027333894
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Pisaster giganteus,0,11,475.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Pisaster ochraceus,67,11,475.6,0.140874685
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,2,2006,Pycnopodia helianthoides,0,11,475.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Dermasterias imbricata,0,11,496.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Evasterias troschelii,0,11,496.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Heliaster kubiniji,0,11,496.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Henricia spp,4,11,496.4,0.008058018
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Linckia columbiae,0,11,496.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Patiria miniata,8,11,496.4,0.016116036
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Pisaster giganteus,1,11,496.4,0.002014504
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Pisaster ochraceus,8,11,496.4,0.016116036
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,3,2013,Pycnopodia helianthoides,0,11,496.4,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Dermasterias imbricata,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Evasterias troschelii,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Heliaster kubiniji,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Henricia spp,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Linckia columbiae,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Patiria miniata,18,11,518.8,0.034695451
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Pisaster giganteus,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Pisaster ochraceus,13,11,518.8,0.025057826
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,4,2017,Pycnopodia helianthoides,0,11,518.8,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Dermasterias imbricata,0,11,517.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Evasterias troschelii,0,11,517.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Heliaster kubiniji,0,11,517.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Henricia spp,2,11,517.6,0.003863988
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Linckia columbiae,0,11,517.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Patiria miniata,5,11,517.6,0.009659969
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Pisaster giganteus,0,11,517.6,0
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Pisaster ochraceus,17,11,517.6,0.032843895
Hopkins,23,36.62120056,-121.9073,CA Central,San Francisco to Government Point,SMR,Lovers Point - Julia Platt SMR,Monterey Bay NMS,Pacific Grove Marine Gardens Fish Refuge and Hopkins Marine Life Refuge ASBS,Mainland,California,5,2021,Pycnopodia helianthoides,0,11,517.6,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Dermasterias imbricata,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Evasterias troschelii,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Heliaster kubiniji,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Henricia spp,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Linckia columbiae,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Patiria miniata,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Pisaster giganteus,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Pisaster ochraceus,89,11,731,0.121751026
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,1,2012,Pycnopodia helianthoides,0,11,731,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Dermasterias imbricata,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Evasterias troschelii,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Heliaster kubiniji,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Henricia spp,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Linckia columbiae,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Patiria miniata,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Pisaster giganteus,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Pisaster ochraceus,392,11,733,0.53478854
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,2,2018,Pycnopodia helianthoides,0,11,733,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Dermasterias imbricata,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Evasterias troschelii,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Heliaster kubiniji,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Henricia spp,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Linckia columbiae,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Patiria miniata,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Pisaster giganteus,0,6,392.5,0
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Pisaster ochraceus,276,6,392.5,0.703184713
Horseshoe Cove,94,38.31644058,-123.0721,CA North,WA Olympic Coast to San Francisco,SMR,Bodega Head SMR,Greater Farallones NMS,Bodega Marine Life Refuge ASBS,Mainland,California,3,2023,Pycnopodia helianthoides,0,6,392.5,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Dermasterias imbricata,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Evasterias troschelii,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Heliaster kubiniji,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Henricia spp,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Linckia columbiae,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Patiria miniata,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Pisaster giganteus,0,11,348.6,0
Johnsons Lee,202,33.90871811,-120.08629,CA Channel Islands North,Channel Islands North,NONE,NONE,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,Santa Rosa,California,1,2001,Pisaster ochraceus,80,11,348.6,0.229489386
